lid,longitude,latitude,naics_code,num_visits
8779333,-80.4144905,37.143929,813910.0,1
8779916,-80.06067,37.292576,238220.0,3
8779916,-80.06067,37.292576,323111.0,3
8779916,-80.06067,37.292576,524113.0,3
8780333,-79.902397,37.3039255,325120.0,1
8780554,-79.9776115,37.2649195,523120.0,5
8780554,-79.9776115,37.2649195,722511.0,5
8780554,-79.9776115,37.2649195,812112.0,5
8782236,-80.7683005,37.048372,447110.0,1
8782980,-79.2402575,37.3561155,722511.0,2
8784447,-80.027501,37.297724,722513.0,1
8784863,-79.9215993451738,37.3621528581012,813910.0,9
8785836,-79.8768437956119,37.4991395702825,712110.0,33
8787267,-79.1706019518482,37.3980858725157,447110.0,2
8787267,-79.1706019518482,37.3980858725157,522390.0,2
8787756,-80.422247,37.166074,517312.0,1
8787756,-80.422247,37.166074,722513.0,1
8788037,-79.92504,37.257519,447110.0,1
8788037,-79.92504,37.257519,522320.0,1
8788037,-79.92504,37.257519,522390.0,1
8788388,-79.981806,37.2716545,522390.0,3
8789385,-79.9133985,37.409708,447110.0,19
8789385,-79.9133985,37.409708,447190.0,19
8789843,-79.6162195,37.1880955,441310.0,3
8790543,-81.0917157080778,36.9546871768063,522110.0,7
8790635,-79.2234215,37.353834,812112.0,1
8790636,-79.96794,37.3046935,722511.0,1
8791226,-79.811893,37.3724975,811111.0,62
8792241,-80.06067,37.292576,238220.0,1
8792241,-80.06067,37.292576,323111.0,1
8792241,-80.06067,37.292576,524113.0,1
8792245,-79.2402575,37.3561155,722511.0,1
8792938,-79.5084735,37.3291815,333111.0,1
8792938,-79.5084735,37.3291815,444210.0,1
8794450,-79.9387395,37.2692005,492110.0,2
8794450,-79.9387395,37.2692005,522110.0,2
8794450,-79.9387395,37.2692005,523120.0,2
8795117,-79.811893,37.3724975,811111.0,54
8795888,-79.8780155,37.2772135,722511.0,1
8797181,-79.141481,37.41467,448150.0,1
8797181,-79.141481,37.41467,722513.0,1
8797181,-79.141481,37.41467,812930.0,1
8797918,-79.7915945,37.798338,491110.0,6
8798111,-81.090756,36.946151,722513.0,1
8798136,-79.5084735,37.3291815,333111.0,3
8798136,-79.5084735,37.3291815,444210.0,3
9835897,-79.9387395,37.2692005,492110.0,9
9835897,-79.9387395,37.2692005,522110.0,9
9835897,-79.9387395,37.2692005,523120.0,9
9836623,-79.994896,37.329061,524126.0,2
9837311,-77.3025845,38.6521955,522390.0,1
10718227,-79.96794,37.3046935,722511.0,1
10718487,-79.96794,37.3046935,722511.0,1
10718726,-80.091969,37.288332,722511.0,4
10718731,-79.96794,37.3046935,722511.0,1
10719185,-79.96794,37.3046935,722511.0,8
10719266,-79.96794,37.3046935,722511.0,5
10719382,-79.9387395,37.2692005,492110.0,3
10719382,-79.9387395,37.2692005,522110.0,3
10719382,-79.9387395,37.2692005,523120.0,3
10719744,-79.8850485,37.7912315,721110.0,5
10720026,-79.96794,37.3046935,722511.0,4
10720140,-80.0654525,37.29098,722515.0,2
10720140,-80.0654525,37.29098,812112.0,2
10720775,-79.96794,37.3046935,722511.0,2
10720936,-79.8850485,37.7912315,721110.0,6
10721078,-79.96794,37.3046935,722511.0,1
10721230,-80.091969,37.288332,722511.0,1
10721725,-79.8850485,37.7912315,721110.0,2
10721902,-79.526525,37.3350795,522110.0,8
10721912,-79.9111729556184,37.4161333774003,446110.0,19
10722675,-79.97454,37.265819,722511.0,4
10724297,-79.9111729556184,37.4161333774003,446110.0,30
10724375,-79.964111,37.3078675,448120.0,4
10724375,-79.964111,37.3078675,448210.0,4
10724565,-79.9111729556184,37.4161333774003,446110.0,17
10724581,-79.8850485,37.7912315,721110.0,2
10725894,-79.526525,37.3350795,522110.0,2
10726012,-79.96794,37.3046935,722511.0,2
10726665,-78.8696415,38.4480095,451110.0,2
10727413,-79.96794,37.3046935,722511.0,4
10728362,-79.8850485,37.7912315,721110.0,6
10729602,-79.9111729556184,37.4161333774003,446110.0,24
10730029,-79.9111729556184,37.4161333774003,446110.0,26
10730444,-79.96794,37.3046935,722511.0,3
10730476,-79.96794,37.3046935,722511.0,2
10730905,-79.8850485,37.7912315,721110.0,10
10731119,-79.964111,37.3078675,448120.0,3
10731119,-79.964111,37.3078675,448210.0,3
10731419,-79.8850485,37.7912315,721110.0,2
10732473,-79.96794,37.3046935,722511.0,1
10733131,-79.96794,37.3046935,722511.0,7
10733396,-79.8850485,37.7912315,721110.0,2
10733645,-79.526525,37.3350795,522110.0,2
10735208,-79.96794,37.3046935,722511.0,3
10735377,-79.96794,37.3046935,722511.0,4
11248411,-79.9797055,37.2275535,722511.0,4
11248411,-79.9797055,37.2275535,722513.0,4
11248534,-79.2402575,37.3561155,722511.0,3
11248725,-79.661379,37.0800045,447110.0,2
11250055,-78.1669405,39.1758745,445110.0,1
11250055,-78.1669405,39.1758745,451110.0,1
11250349,-80.4215995,37.159224,722515.0,2
11250987,-79.8768437956119,37.4991395702825,712110.0,88
11251315,-79.9797055,37.2275535,722511.0,5
11251315,-79.9797055,37.2275535,722513.0,5
11251437,-79.9776115,37.2649195,523120.0,4
11251437,-79.9776115,37.2649195,722511.0,4
11251437,-79.9776115,37.2649195,812112.0,4
11251646,-80.075181,37.290472,517312.0,1
11253453,-79.141481,37.41467,448150.0,2
11253453,-79.141481,37.41467,722513.0,2
11253453,-79.141481,37.41467,812930.0,2
11253856,-80.556555,37.1412105,447110.0,1
11253887,-79.2527503490649,37.3763810904811,453910.0,4
11474851,-80.06067,37.292576,238220.0,1
11474851,-80.06067,37.292576,323111.0,1
11474851,-80.06067,37.292576,524113.0,1
11475648,-80.0180355,37.2985275,522390.0,1
1123293884,-79.9060395,37.395958,721110.0,3
